concept,prompt
sentence2phrase.test-newswire-423-1,La Commission estime qu'il n'est que juste de soumettre les agriculteurs qui participent au fonds à une certaine discipline  car ils reçoivent en échange une certaine garantie de revenu  alors que d'autres  qui ne participent pas  ne bénéficient pas d'une telle garantie.
sentence2phrase.test-newswire-423-2,se prémunir contre une mauvaise conjoncture économique pour les agriculteurs
sentence2phrase.test-newswire-424-1,Afin d'éviter que cette situation provisoire ne devienne permanente  la Commission a rappelé  le 13 juillet de l'année dernière  aux États membres concernés  dans une lettre  leur obligation de désigner des tribunaux pour la marque communautaire.
sentence2phrase.test-newswire-424-2,question concernant le même sujet sont ensemble
sentence2phrase.test-newswire-425-1,Nous voulons faire avancer les processus de démocratisation et trouver un équilibre entre les domaines politiques traditionnels de la politique étrangère qui nous occupent actuellement.
sentence2phrase.test-newswire-425-2,rassembler les gens et équilibrer leurs intérêts
sentence2phrase.test-newswire-426-1,Cette nouvelle exigence n'implique aucune responsabilité supplémentaire substantielle dans le cas de ce type de magasins.
sentence2phrase.test-newswire-426-2,ni approprié ni cohérent
sentence2phrase.test-newswire-427-1,Une fois que les États membres auront fourni des informations comparables  la Commission examinera la question des valeurs limites communautaires et d'autres mesures visant à réduire le nombre de personnes affectées par le bruit et fera rapport au Conseil et au Parlement.
sentence2phrase.test-newswire-427-2,bruit qui rend les gens mécontents
sentence2phrase.test-newswire-428-1,Il a déclaré: "Pour la première fois  il existe un moyen simple et abordable de rendre ce trésor de contenu de la BBC accessible à tous."
sentence2phrase.test-newswire-428-2,L'émission nocturne de CNN
sentence2phrase.test-newswire-429-1,Blair a déclaré qu'il n'y avait « pas la moindre once de vérité » dans les allégations selon lesquelles le gouvernement aurait manipulé les preuves sur les programmes d'armement de l'Irak.
sentence2phrase.test-newswire-429-2,Le déni de Blair de toute implication gouvernementale
sentence2phrase.test-newswire-430-1,Une formation universitaire est plus importante pour un garçon que pour une fille.
sentence2phrase.test-newswire-430-2,l'importance d'une formation collégiale
sentence2phrase.test-newswire-431-1,Joanie Harper et Brothers ont obtenu une annulation en septembre 2001  et Harper a obtenu la garde exclusive de Marques et Lyndsey  selon les archives judiciaires.
sentence2phrase.test-newswire-431-2,accord de garde judiciaire pour les enfants
sentence2phrase.test-newswire-432-1,En 1995  une convention visant à protéger les intérêts économiques de l'UE a été adoptée.
sentence2phrase.test-newswire-432-2,blanchiment d'argent en Europe
sentence2phrase.test-newswire-433-1,L'agence n'a pu donner aucune date exacte sur la bande  même si la voix indique qu'il parlera le 14 juin.
sentence2phrase.test-newswire-433-2,incertitude quant à la date à laquelle un enregistrement a été effectué
sentence2phrase.test-newswire-434-1,La compagnie aérienne a la possibilité d’en acheter 380 de plus  répartis à parts égales entre les deux constructeurs.
sentence2phrase.test-newswire-434-2,acheter 380 avions supplémentaires pour une compagnie aérienne  répartis entre les constructeurs
sentence2phrase.test-newswire-435-1,Tout comme les tribunaux de Düsseldorf  Munich et ailleurs en Allemagne se sont spécialisés dans le droit des brevets et qu'il existe également un tribunal spécialisé à Londres  un tribunal communautaire pour siéger et juger les affaires concernant les brevets communautaires devrait être très spécialisé.
sentence2phrase.test-newswire-435-2,exigences judiciaires spécialisées allemandes et londoniennes pour les brevets communautaires
sentence2phrase.test-newswire-436-1,Si cette affirmation est faite  la Commission acceptera que le champ d'application du règlement soit limité exclusivement aux activités du premier pilier.
sentence2phrase.test-newswire-436-2,réglementation sur la presse et la liberté d'expression
sentence2phrase.test-newswire-437-1,C'est pourquoi l'objectif des subventions publiques à l'industrie du contenu de l'UE doit également être l'atteinte de niveaux élevés d'éducation et de culture dans toute sa diversité.
sentence2phrase.test-newswire-437-2,une meilleure éducation européenne
sentence2phrase.test-newswire-438-1,La volonté de toutes les institutions concernées de discuter de la question a donné lieu à une coopération exemplaire qui  je l'espère ardemment  permettra de parvenir à un consensus en première lecture.
sentence2phrase.test-newswire-438-2,programme de développement durable
sentence2phrase.test-newswire-439-1,Sur la base de l'histoire et du succès du Winston à Charlotte  je pense qu'il n'y a aucun autre endroit que le Lowe's Motor Speedway qui puisse lui rendre justice.
sentence2phrase.test-newswire-439-2,succès de longue date de la Winston Race
sentence2phrase.test-newswire-440-1,Une enquête plus approfondie menée par la police a révélé l'emplacement de la maison et  grâce à des négociations délicates menées par l'association caritative  les trois femmes ont toutes été sauvées.
sentence2phrase.test-newswire-440-2,les trois femmes sauvées par l'association caritative et la police
sentence2phrase.test-newswire-441-1,Les services de métro  de bus et de trains locaux dans les quatre plus grandes villes de France - Paris  Lyon  Lille et Marseille - ont été gravement perturbés  a rapporté la radio Europe 1.
sentence2phrase.test-newswire-441-2,d'énormes perturbations dans les transports publics dans les quatre plus grandes villes de France
sentence2phrase.test-newswire-442-1,La présidence en exercice n'a donc aucune réponse à apporter sur ce point.
sentence2phrase.test-newswire-442-2,pas encore de réponse du président
sentence2phrase.test-newswire-443-1,Seize jours plus tard  alors que l'air surchauffé provenant de la rentrée de la navette se précipitait dans l'aile endommagée  "il n'y avait aucune possibilité de survie de l'équipage"  a déclaré le conseil d'administration.
sentence2phrase.test-newswire-443-2,atterrissage d'urgence d'un avion en zone rurale
sentence2phrase.test-newswire-444-1,L'ambiance tout au long de l'événement était joviale  avec des questions humoristiques telles que « pouvez-vous  S'IL VOUS PLAÎT  publier une version CM pour mon grille-pain ? » Je ne sais pas de quel modèle il s'agit  mais il est blanc et je l'ai acheté chez Savers.
sentence2phrase.test-newswire-444-2,blague sur les spécifications du grille-pain
sentence2phrase.test-newswire-445-1,Peu importe qui deviendra le sponsor de la meilleure série de courses de stock-cars  NASCAR aura besoin d'un événement all-star  a déclaré Wheeler dans un communiqué.
sentence2phrase.test-newswire-445-2,la nécessité d'un événement NASCAR de grande envergure
sentence2phrase.test-newswire-446-1,L'homme de soixante-six ans est surtout connu pour une série de romans sur l'espionnage  les affaires militaires et les intrigues géopolitiques  dont beaucoup ont été adaptés en films et en jeux vidéo.
sentence2phrase.test-newswire-446-2,un romancier bien connu pour ses romans d'espionnage et sur le thème militaire  adaptés au cinéma
sentence2phrase.test-newswire-447-1,Je suis heureux de voir que le rapporteur a introduit une référence dans l'amendement 21 au système d'évaluation de l'état et nous sommes d'accord avec l'essentiel de l'approche suggérée  mais il est nécessaire d'affiner la formulation pour la rendre plus claire.
sentence2phrase.test-newswire-447-2,réviser la référence dans l'amendement 21 pour la rendre plus claire
sentence2phrase.test-newswire-448-1,Avec plus de 6 1 millions de likes  le Guinness World Records a reconnu « Gangnam Style » comme étant la vidéo YouTube la plus appréciée de tous les temps.
sentence2phrase.test-newswire-448-2,solide performance d’un militant chevronné
sentence2phrase.test-newswire-449-1,Des chercheurs canadiens ont ordonné l'abattage de plus de 2 000 vaches et mené une enquête approfondie  mais n'ont pu trouver aucune preuve d'autres animaux infectés.
sentence2phrase.test-newswire-449-2,chercheurs en éthique médicale
sentence2phrase.test-newswire-450-1,NATIONS UNIES  26 août Des inspecteurs internationaux ont trouvé des traces d'uranium hautement enrichi dans une installation iranienne  selon un nouveau rapport confidentiel distribué aujourd'hui.
sentence2phrase.test-newswire-450-2,Agents de la TSA à l'aéroport
sentence2phrase.test-newswire-451-1,Rumsfeld attend les recommandations de ses commandants sur les besoins en troupes en Irak.
sentence2phrase.test-newswire-451-2,des troupes efficaces
sentence2phrase.test-newswire-452-1,Il s'agit d'une initiative vraiment extraordinaire  surtout en première lecture  et qui est vouée à l'échec  car dans les circonstances actuelles  elle ne peut pas obtenir une majorité de voix pour.
sentence2phrase.test-newswire-452-2,projet gouvernemental sans espoir en raison du manque de soutien politique
sentence2phrase.test-newswire-453-1,Nous émettons également des réserves sur les amendements 17  18  27  30 et 31  n'étant pas convaincus de leur compatibilité avec l'OMC.
sentence2phrase.test-newswire-453-2,au nord du Rhin
sentence2phrase.test-newswire-454-1,Le montant des immobilisations a été fixé à 240 millions d'euros  trop bas.
sentence2phrase.test-newswire-454-2,gérer un bilan
sentence2phrase.test-newswire-455-1,Quelles conditions doivent exister aux États-Unis pour que les athlètes paralympiques puissent bénéficier d’un parrainage similaire à celui de leurs homologues olympiques ?
sentence2phrase.test-newswire-455-2,égalité entre le parrainage d’athlètes paralympiques et olympiques
sentence2phrase.test-newswire-456-1,En analysant les os et autres restes  comme les cheveux et les ongles  du fondateur du Portugal  les enquêteurs pourraient déterminer sa stature  son profil génétique  son régime alimentaire et les éventuelles maladies dont il aurait pu souffrir.
sentence2phrase.test-newswire-456-2,les caractéristiques physiques et génétiques du fondateur du Portugal  révélées par ses restes
sentence2phrase.test-newswire-457-1,Monsieur le Président  lors des débats des années précédentes  j'ai parlé au nom de la commission de la culture  de la jeunesse  de l'éducation  des médias et des sports  où nous avons entendu Mme Iivari cet après-midi.
sentence2phrase.test-newswire-457-2,s'adresser au président au nom de tiers
